# Solver information
# Time        	U_solver      	Ux_initial    	Ux_final      	Ux_iters      	Uy_initial    	Uy_final      	Uy_iters      	U_converged   	k_solver      	k_initial     	k_final       	k_iters       	k_converged   	p_solver      	p_initial     	p_final       	p_iters       	p_converged   	omega_solver  	omega_initial 	omega_final   	omega_iters   	omega_converged
1010          	smoothSolver	7.567020e-04	5.701220e-05	2	5.091990e-03	4.071900e-04	2	false	smoothSolver	4.000010e-04	4.458150e-06	2	true	GAMG	7.827530e-03	7.084320e-05	6	true	smoothSolver	1.926210e-04	1.597270e-05	1	true
1011          	smoothSolver	7.548460e-04	5.684670e-05	2	5.076030e-03	4.059350e-04	2	false	smoothSolver	3.977920e-04	4.438010e-06	2	true	GAMG	7.622910e-03	6.696330e-05	6	true	smoothSolver	1.904340e-04	1.591180e-05	1	true
1012          	smoothSolver	7.527030e-04	5.669390e-05	2	5.060620e-03	4.045100e-04	2	false	smoothSolver	3.960440e-04	4.418430e-06	2	true	GAMG	7.534730e-03	6.885460e-05	6	true	smoothSolver	1.898980e-04	1.586470e-05	1	true
1013          	smoothSolver	7.508850e-04	5.653460e-05	2	5.045040e-03	4.032560e-04	2	false	smoothSolver	3.943570e-04	4.398830e-06	2	true	GAMG	7.642250e-03	7.060780e-05	6	true	smoothSolver	1.894250e-04	1.582320e-05	1	true
1014          	smoothSolver	7.490080e-04	5.637770e-05	2	5.030190e-03	4.018270e-04	2	false	smoothSolver	3.926990e-04	4.379490e-06	2	true	GAMG	7.728480e-03	7.103240e-05	6	true	smoothSolver	1.890220e-04	1.578410e-05	1	true
1015          	smoothSolver	7.476400e-04	5.622250e-05	2	5.016050e-03	4.005480e-04	2	false	smoothSolver	3.916660e-04	4.360300e-06	2	true	GAMG	7.830130e-03	7.400340e-05	6	true	smoothSolver	1.904450e-04	1.576700e-05	1	true
1016          	smoothSolver	7.456730e-04	5.605430e-05	2	4.999640e-03	3.990650e-04	2	false	smoothSolver	3.894710e-04	4.340690e-06	2	true	GAMG	7.610250e-03	6.907230e-05	6	true	smoothSolver	1.883180e-04	1.570420e-05	1	true
1017          	smoothSolver	7.434270e-04	5.588930e-05	2	4.983280e-03	3.977390e-04	2	false	smoothSolver	3.877370e-04	4.321260e-06	2	true	GAMG	7.532530e-03	6.954250e-05	6	true	smoothSolver	1.876780e-04	1.565590e-05	1	true
1018          	smoothSolver	7.414960e-04	5.572650e-05	2	4.967090e-03	3.962600e-04	2	false	smoothSolver	3.860740e-04	4.302060e-06	2	true	GAMG	7.627720e-03	6.990400e-05	6	true	smoothSolver	1.872550e-04	1.561270e-05	1	true
1019          	smoothSolver	7.395210e-04	5.555870e-05	2	4.951350e-03	3.949150e-04	2	false	smoothSolver	3.844340e-04	4.282950e-06	2	true	GAMG	7.725730e-03	6.885870e-05	6	true	smoothSolver	1.867640e-04	1.557190e-05	1	true
1020          	smoothSolver	7.380330e-04	5.539910e-05	2	4.936520e-03	3.934250e-04	2	false	smoothSolver	3.834280e-04	4.264310e-06	2	true	GAMG	7.816430e-03	7.044410e-05	6	true	smoothSolver	1.882200e-04	1.555350e-05	1	true
1021          	smoothSolver	7.359730e-04	5.522000e-05	2	4.919370e-03	3.920180e-04	2	false	smoothSolver	3.812630e-04	4.244940e-06	2	true	GAMG	7.607590e-03	6.408390e-05	6	true	smoothSolver	1.860200e-04	1.548830e-05	1	true
1022          	smoothSolver	7.335950e-04	5.505000e-05	2	4.902140e-03	3.904890e-04	2	false	smoothSolver	3.795590e-04	4.225910e-06	2	true	GAMG	7.519060e-03	6.345520e-05	6	true	smoothSolver	1.854060e-04	1.543960e-05	1	true
1023          	smoothSolver	7.315690e-04	5.487640e-05	2	4.885320e-03	3.890800e-04	2	false	smoothSolver	3.779140e-04	4.206750e-06	2	true	GAMG	7.626500e-03	6.342560e-05	6	true	smoothSolver	1.849220e-04	1.539330e-05	1	true
1024          	smoothSolver	7.294540e-04	5.470270e-05	2	4.868420e-03	3.875190e-04	2	false	smoothSolver	3.762980e-04	4.188060e-06	2	true	GAMG	7.714650e-03	6.258270e-05	6	true	smoothSolver	1.844330e-04	1.535240e-05	1	true
1025          	smoothSolver	7.278810e-04	5.453230e-05	2	4.852890e-03	3.860830e-04	2	false	smoothSolver	3.753040e-04	4.169490e-06	2	true	GAMG	7.814160e-03	6.520180e-05	6	true	smoothSolver	1.858410e-04	1.533070e-05	1	true
1026          	smoothSolver	7.256650e-04	5.434740e-05	2	4.834300e-03	3.844440e-04	2	false	smoothSolver	3.731780e-04	4.150480e-06	2	true	GAMG	7.595700e-03	5.929310e-05	6	true	smoothSolver	1.836290e-04	1.526580e-05	1	true
1027          	smoothSolver	7.232150e-04	5.416560e-05	2	4.816210e-03	3.829520e-04	2	false	smoothSolver	3.714750e-04	4.131570e-06	2	true	GAMG	7.512040e-03	5.928520e-05	6	true	smoothSolver	1.829840e-04	1.521340e-05	1	true
1028          	smoothSolver	7.210190e-04	5.398690e-05	2	4.797980e-03	3.812990e-04	2	false	smoothSolver	3.698640e-04	4.112820e-06	2	true	GAMG	7.615320e-03	5.972160e-05	6	true	smoothSolver	1.824680e-04	1.516760e-05	1	true
1029          	smoothSolver	7.188280e-04	5.379900e-05	2	4.780110e-03	3.797810e-04	2	false	smoothSolver	3.682550e-04	4.094180e-06	2	true	GAMG	7.705820e-03	5.931050e-05	6	true	smoothSolver	1.819660e-04	1.512280e-05	1	true
1030          	smoothSolver	7.170800e-04	5.362490e-05	2	4.763300e-03	3.780870e-04	2	false	smoothSolver	3.672830e-04	4.075880e-06	2	true	GAMG	7.801920e-03	6.228350e-05	6	true	smoothSolver	1.833290e-04	1.510150e-05	1	true
1031          	smoothSolver	7.147770e-04	5.342320e-05	2	4.743540e-03	3.764960e-04	2	false	smoothSolver	3.651620e-04	4.057000e-06	2	true	GAMG	7.580430e-03	5.676450e-05	6	true	smoothSolver	1.811140e-04	1.503270e-05	1	true
1032          	smoothSolver	7.121500e-04	5.323950e-05	2	4.724260e-03	3.747300e-04	2	false	smoothSolver	3.634720e-04	4.038320e-06	2	true	GAMG	7.491720e-03	5.745940e-05	6	true	smoothSolver	1.804210e-04	1.498040e-05	1	true
1033          	smoothSolver	7.098500e-04	5.304090e-05	2	4.704650e-03	3.731360e-04	2	false	smoothSolver	3.618640e-04	4.019790e-06	2	true	GAMG	7.595220e-03	5.861870e-05	6	true	smoothSolver	1.798960e-04	1.493100e-05	1	true
1034          	smoothSolver	7.074830e-04	5.285270e-05	2	4.685620e-03	3.713250e-04	2	false	smoothSolver	3.602850e-04	4.001310e-06	2	true	GAMG	7.682680e-03	5.869560e-05	6	true	smoothSolver	1.793400e-04	1.488560e-05	1	true
1035          	smoothSolver	7.056130e-04	5.265660e-05	2	4.667450e-03	3.697100e-04	2	false	smoothSolver	3.593250e-04	3.983300e-06	2	true	GAMG	7.782380e-03	6.172430e-05	6	true	smoothSolver	1.806910e-04	1.486100e-05	1	true
1036          	smoothSolver	7.031330e-04	5.245550e-05	2	4.646540e-03	3.678330e-04	2	false	smoothSolver	3.572220e-04	3.964650e-06	2	true	GAMG	7.560180e-03	5.695660e-05	6	true	smoothSolver	1.784160e-04	1.479080e-05	1	true
1037          	smoothSolver	7.003620e-04	5.224780e-05	2	4.626030e-03	3.661530e-04	2	false	smoothSolver	3.555400e-04	3.946440e-06	2	true	GAMG	7.474100e-03	5.783010e-05	6	true	smoothSolver	1.777050e-04	1.473530e-05	1	true
1038          	smoothSolver	6.978970e-04	5.205070e-05	2	4.605350e-03	3.642850e-04	2	false	smoothSolver	3.539360e-04	3.928060e-06	2	true	GAMG	7.576560e-03	5.947520e-05	6	true	smoothSolver	1.771220e-04	1.468400e-05	1	true
1039          	smoothSolver	6.953730e-04	5.183800e-05	2	4.585020e-03	3.625530e-04	2	false	smoothSolver	3.523690e-04	3.909870e-06	2	true	GAMG	7.663480e-03	6.015050e-05	6	true	smoothSolver	1.765410e-04	1.463560e-05	1	true
1040          	smoothSolver	6.933260e-04	5.164020e-05	2	4.565680e-03	3.606680e-04	2	false	smoothSolver	3.514230e-04	3.891980e-06	2	true	GAMG	7.762510e-03	6.328030e-05	6	true	smoothSolver	1.778360e-04	1.460880e-05	1	true
1041          	smoothSolver	6.906680e-04	5.141540e-05	2	4.543420e-03	3.588420e-04	2	false	smoothSolver	3.493340e-04	3.873770e-06	2	true	GAMG	7.533090e-03	5.910080e-05	6	true	smoothSolver	1.755320e-04	1.453560e-05	1	true
1042          	smoothSolver	6.877240e-04	5.120160e-05	2	4.521510e-03	3.569010e-04	2	false	smoothSolver	3.476650e-04	3.855730e-06	2	true	GAMG	7.446260e-03	5.978800e-05	6	true	smoothSolver	1.747800e-04	1.447810e-05	1	true
1043          	smoothSolver	6.850040e-04	5.097800e-05	2	4.499690e-03	3.550410e-04	2	false	smoothSolver	3.460810e-04	3.837790e-06	2	true	GAMG	7.540330e-03	6.089440e-05	6	true	smoothSolver	1.741620e-04	1.442360e-05	1	true
1044          	smoothSolver	6.822160e-04	5.075240e-05	2	4.477930e-03	3.530990e-04	2	false	smoothSolver	3.445220e-04	3.819980e-06	2	true	GAMG	7.634640e-03	6.124140e-05	6	true	smoothSolver	1.735430e-04	1.437320e-05	1	true
1045          	smoothSolver	6.799060e-04	5.053050e-05	2	4.457490e-03	3.511650e-04	2	false	smoothSolver	3.435990e-04	3.802530e-06	2	true	GAMG	7.721880e-03	6.393410e-05	6	true	smoothSolver	1.747990e-04	1.434350e-05	1	true
1046          	smoothSolver	6.770040e-04	5.028970e-05	2	4.433920e-03	3.491960e-04	2	false	smoothSolver	3.415120e-04	3.784560e-06	2	true	GAMG	7.501000e-03	5.995370e-05	6	true	smoothSolver	1.724610e-04	1.426790e-05	1	true
1047          	smoothSolver	6.738010e-04	5.005720e-05	2	4.411000e-03	3.471620e-04	2	false	smoothSolver	3.398570e-04	3.766620e-06	2	true	GAMG	7.407560e-03	6.085810e-05	6	true	smoothSolver	1.716580e-04	1.420730e-05	1	true
1048          	smoothSolver	6.708840e-04	4.981620e-05	2	4.387970e-03	3.452060e-04	2	false	smoothSolver	3.382610e-04	3.748760e-06	2	true	GAMG	7.508960e-03	6.224860e-05	6	true	smoothSolver	1.710060e-04	1.415030e-05	1	true
1049          	smoothSolver	6.678930e-04	4.958000e-05	2	4.365310e-03	3.431120e-04	2	false	smoothSolver	3.366910e-04	3.730970e-06	2	true	GAMG	7.600880e-03	6.255920e-05	6	true	smoothSolver	1.703390e-04	1.409690e-05	1	true
1050          	smoothSolver	6.653800e-04	4.933680e-05	2	4.343390e-03	3.411590e-04	2	false	smoothSolver	3.357510e-04	3.713470e-06	2	true	GAMG	7.690840e-03	6.487910e-05	6	true	smoothSolver	1.715440e-04	1.406420e-05	1	true
1051          	smoothSolver	6.622530e-04	4.908710e-05	2	4.319320e-03	3.389770e-04	2	false	smoothSolver	3.336660e-04	3.695290e-06	2	true	GAMG	7.466800e-03	6.086510e-05	6	true	smoothSolver	1.691750e-04	1.398570e-05	1	true
1052          	smoothSolver	6.588130e-04	4.883120e-05	2	4.294720e-03	3.369950e-04	2	false	smoothSolver	3.319980e-04	3.677420e-06	2	true	GAMG	7.367960e-03	6.162380e-05	6	true	smoothSolver	1.683090e-04	1.392210e-05	1	true
1053          	smoothSolver	6.557040e-04	4.858120e-05	2	4.270750e-03	3.347840e-04	2	false	smoothSolver	3.304030e-04	3.659710e-06	2	true	GAMG	7.471510e-03	6.284600e-05	6	true	smoothSolver	1.676280e-04	1.386160e-05	1	true
1054          	smoothSolver	6.524550e-04	4.832010e-05	2	4.246710e-03	3.327430e-04	2	false	smoothSolver	3.288250e-04	3.641930e-06	2	true	GAMG	7.554190e-03	6.309410e-05	6	true	smoothSolver	1.668990e-04	1.380560e-05	1	true
1055          	smoothSolver	6.497380e-04	4.806740e-05	2	4.223810e-03	3.305320e-04	2	false	smoothSolver	3.278750e-04	3.624470e-06	2	true	GAMG	7.653640e-03	6.525010e-05	6	true	smoothSolver	1.680730e-04	1.376880e-05	1	true
1056          	smoothSolver	6.463210e-04	4.779110e-05	2	4.198070e-03	3.283740e-04	2	false	smoothSolver	3.257820e-04	3.606300e-06	2	true	GAMG	7.419330e-03	6.026260e-05	6	true	smoothSolver	1.656430e-04	1.368830e-05	1	true
1057          	smoothSolver	6.426680e-04	4.752050e-05	2	4.172700e-03	3.261410e-04	2	false	smoothSolver	3.241150e-04	3.588510e-06	2	true	GAMG	7.328950e-03	5.954880e-05	6	true	smoothSolver	1.647450e-04	1.362010e-05	1	true
1058          	smoothSolver	6.392400e-04	4.724860e-05	2	4.146880e-03	3.239010e-04	2	false	smoothSolver	3.225150e-04	3.570790e-06	2	true	GAMG	7.427260e-03	5.905130e-05	6	true	smoothSolver	1.640090e-04	1.355800e-05	1	true
1059          	smoothSolver	6.357440e-04	4.696440e-05	2	4.121720e-03	3.216770e-04	2	false	smoothSolver	3.209280e-04	3.553130e-06	2	true	GAMG	7.518370e-03	5.751450e-05	6	true	smoothSolver	1.632290e-04	1.349690e-05	1	true
1060          	smoothSolver	6.327160e-04	4.669170e-05	2	4.097460e-03	3.193560e-04	2	false	smoothSolver	3.199710e-04	3.535790e-06	2	true	GAMG	7.613590e-03	5.797390e-05	6	true	smoothSolver	1.643580e-04	1.345870e-05	1	true
1061          	smoothSolver	6.290140e-04	4.638990e-05	2	4.070270e-03	3.170970e-04	2	false	smoothSolver	3.178660e-04	3.517720e-06	2	true	GAMG	7.375320e-03	5.142130e-05	6	true	smoothSolver	1.618680e-04	1.337360e-05	1	true
1062          	smoothSolver	6.250730e-04	4.610080e-05	2	4.043350e-03	3.146660e-04	2	false	smoothSolver	3.161950e-04	3.500020e-06	2	true	GAMG	7.283950e-03	4.969080e-05	6	true	smoothSolver	1.609280e-04	1.330350e-05	1	true
1063          	smoothSolver	6.213130e-04	4.579960e-05	2	4.016170e-03	3.123980e-04	2	false	smoothSolver	3.146020e-04	3.482260e-06	2	true	GAMG	7.377440e-03	4.857700e-05	6	true	smoothSolver	1.601210e-04	1.323690e-05	1	true
1064          	smoothSolver	6.175610e-04	4.549830e-05	2	3.989410e-03	3.099210e-04	2	false	smoothSolver	3.130190e-04	3.464910e-06	2	true	GAMG	7.472120e-03	4.660690e-05	6	true	smoothSolver	1.593000e-04	1.317320e-05	1	true
1065          	smoothSolver	6.141640e-04	4.519690e-05	2	3.963200e-03	3.075890e-04	2	false	smoothSolver	3.120720e-04	3.447680e-06	2	true	GAMG	7.558770e-03	4.793800e-05	6	true	smoothSolver	1.603530e-04	1.313100e-05	1	true
1066          	smoothSolver	6.101950e-04	4.487300e-05	2	3.934550e-03	3.050550e-04	2	false	smoothSolver	3.099550e-04	3.429870e-06	2	true	GAMG	7.326780e-03	4.100790e-05	6	true	smoothSolver	1.578190e-04	1.304200e-05	1	true
1067          	smoothSolver	6.058840e-04	4.455640e-05	2	3.905640e-03	3.025780e-04	2	false	smoothSolver	3.083030e-04	3.412350e-06	2	true	GAMG	7.228990e-03	4.050360e-05	6	true	smoothSolver	1.568140e-04	1.296850e-05	1	true
1068          	smoothSolver	6.018010e-04	4.422630e-05	2	3.876680e-03	3.000660e-04	2	false	smoothSolver	3.067110e-04	3.394870e-06	2	true	GAMG	7.326580e-03	4.134320e-05	6	true	smoothSolver	1.559630e-04	1.289760e-05	1	true
1069          	smoothSolver	5.976890e-04	4.390040e-05	2	3.848030e-03	2.974800e-04	2	false	smoothSolver	3.051570e-04	3.377740e-06	2	true	GAMG	7.418360e-03	4.179420e-05	6	true	smoothSolver	1.550800e-04	1.283080e-05	1	true
1070          	smoothSolver	5.939550e-04	4.356630e-05	2	3.820260e-03	2.949660e-04	2	false	smoothSolver	3.042070e-04	3.360800e-06	2	true	GAMG	7.507380e-03	4.552740e-05	6	true	smoothSolver	1.560750e-04	1.278400e-05	1	true
1071          	smoothSolver	5.896430e-04	4.321770e-05	2	3.789560e-03	2.922290e-04	2	false	smoothSolver	3.021250e-04	3.343420e-06	2	true	GAMG	7.269610e-03	4.113140e-05	6	true	smoothSolver	1.534710e-04	1.269200e-05	1	true
1072          	smoothSolver	5.849290e-04	4.286890e-05	2	3.758960e-03	2.896720e-04	2	false	smoothSolver	3.004760e-04	3.326240e-06	2	true	GAMG	7.168270e-03	4.207110e-05	6	true	smoothSolver	1.524050e-04	1.261400e-05	1	true
1073          	smoothSolver	5.805140e-04	4.251190e-05	2	3.728330e-03	2.869110e-04	2	false	smoothSolver	2.989080e-04	3.309120e-06	2	true	GAMG	7.261720e-03	4.270200e-05	6	true	smoothSolver	1.514820e-04	1.253970e-05	1	true
1074          	smoothSolver	5.759750e-04	4.215330e-05	2	3.697860e-03	2.842500e-04	2	false	smoothSolver	2.973710e-04	3.292270e-06	2	true	GAMG	7.348670e-03	5.070500e-05	6	true	smoothSolver	1.505270e-04	1.246860e-05	1	true
1075          	smoothSolver	5.718280e-04	4.178620e-05	2	3.667850e-03	2.814930e-04	2	false	smoothSolver	2.964570e-04	3.275610e-06	2	true	GAMG	7.436180e-03	3.651620e-05	7	true	smoothSolver	1.514680e-04	1.241800e-05	1	true
1076          	smoothSolver	5.671520e-04	4.140950e-05	2	3.635090e-03	2.786660e-04	2	false	smoothSolver	2.944020e-04	3.258680e-06	2	true	GAMG	7.195640e-03	3.690140e-05	7	true	smoothSolver	1.488090e-04	1.232260e-05	1	true
1077          	smoothSolver	5.620550e-04	4.102580e-05	2	3.602220e-03	2.758790e-04	2	false	smoothSolver	2.927820e-04	3.241820e-06	2	true	GAMG	7.098210e-03	3.762990e-05	7	true	smoothSolver	1.476760e-04	1.224090e-05	1	true
1078          	smoothSolver	5.572530e-04	4.064220e-05	2	3.568870e-03	2.729290e-04	2	false	smoothSolver	2.912310e-04	3.224920e-06	2	true	GAMG	7.192280e-03	3.767030e-05	7	true	smoothSolver	1.466840e-04	1.216270e-05	1	true
1079          	smoothSolver	5.523000e-04	4.024870e-05	2	3.535890e-03	2.701280e-04	2	false	smoothSolver	2.897180e-04	3.208140e-06	2	true	GAMG	7.277280e-03	3.717370e-05	7	true	smoothSolver	1.456680e-04	1.208810e-05	1	true
1080          	smoothSolver	5.477830e-04	3.985250e-05	2	3.503560e-03	2.671420e-04	2	false	smoothSolver	2.888330e-04	3.191470e-06	2	true	GAMG	7.359610e-03	3.745860e-05	7	true	smoothSolver	1.465190e-04	1.203340e-05	1	true
1081          	smoothSolver	5.426510e-04	3.944220e-05	2	3.468900e-03	2.642220e-04	2	false	smoothSolver	2.867960e-04	3.174410e-06	2	true	GAMG	7.111520e-03	3.476270e-05	7	true	smoothSolver	1.437960e-04	1.193380e-05	1	true
1082          	smoothSolver	5.371380e-04	3.902270e-05	2	3.433680e-03	2.612370e-04	2	false	smoothSolver	2.851870e-04	3.157400e-06	2	true	GAMG	7.011800e-03	3.489750e-05	7	true	smoothSolver	1.425960e-04	1.184770e-05	1	true
1083          	smoothSolver	5.319260e-04	3.860760e-05	2	3.398660e-03	2.582760e-04	2	false	smoothSolver	2.836370e-04	3.140410e-06	2	true	GAMG	7.110230e-03	3.539710e-05	7	true	smoothSolver	1.415270e-04	1.176630e-05	1	true
1084          	smoothSolver	5.265460e-04	3.817650e-05	2	3.363980e-03	2.553710e-04	2	false	smoothSolver	2.821280e-04	3.123570e-06	2	true	GAMG	7.196660e-03	3.595170e-05	7	true	smoothSolver	1.404590e-04	1.168740e-05	1	true
1085          	smoothSolver	5.216090e-04	3.774880e-05	2	3.330140e-03	2.523280e-04	2	false	smoothSolver	2.812440e-04	3.106730e-06	2	true	GAMG	7.282600e-03	3.764850e-05	7	true	smoothSolver	1.412360e-04	1.162950e-05	1	true
1086          	smoothSolver	5.160420e-04	3.730040e-05	2	3.294090e-03	2.494350e-04	2	false	smoothSolver	2.792210e-04	3.089330e-06	2	true	GAMG	7.036230e-03	3.575980e-05	7	true	smoothSolver	1.384630e-04	1.152670e-05	1	true
1087          	smoothSolver	5.100810e-04	3.684100e-05	2	3.257860e-03	2.464510e-04	2	false	smoothSolver	2.776150e-04	3.071990e-06	2	true	GAMG	6.930040e-03	3.626130e-05	7	true	smoothSolver	1.372150e-04	1.143710e-05	1	true
1088          	smoothSolver	5.043990e-04	3.638840e-05	2	3.222730e-03	2.436220e-04	2	false	smoothSolver	2.760640e-04	3.054660e-06	2	true	GAMG	7.024360e-03	3.719840e-05	7	true	smoothSolver	1.360950e-04	1.135260e-05	1	true
1089          	smoothSolver	4.985620e-04	3.591540e-05	2	3.187730e-03	2.408480e-04	2	false	smoothSolver	2.745450e-04	3.037210e-06	2	true	GAMG	7.104980e-03	3.776660e-05	7	true	smoothSolver	1.349750e-04	1.126950e-05	1	true
1090          	smoothSolver	4.931670e-04	3.544950e-05	2	3.154750e-03	2.381030e-04	2	false	smoothSolver	2.736360e-04	3.019730e-06	2	true	GAMG	7.176270e-03	3.987520e-05	7	true	smoothSolver	1.357080e-04	1.120800e-05	1	true
1091          	smoothSolver	4.870850e-04	3.495390e-05	2	3.120170e-03	2.355470e-04	2	false	smoothSolver	2.715780e-04	3.001550e-06	2	true	GAMG	6.906710e-03	3.752070e-05	7	true	smoothSolver	1.328910e-04	1.109990e-05	1	true
1092          	smoothSolver	4.806110e-04	3.445080e-05	2	3.086950e-03	2.330230e-04	2	false	smoothSolver	2.699410e-04	2.983480e-06	2	true	GAMG	6.774280e-03	3.838050e-05	7	true	smoothSolver	1.315990e-04	1.100560e-05	1	true
1093          	smoothSolver	4.743940e-04	3.394870e-05	2	3.056280e-03	2.308110e-04	2	false	smoothSolver	2.683510e-04	2.965250e-06	2	true	GAMG	6.847020e-03	3.968760e-05	7	true	smoothSolver	1.304520e-04	1.091550e-05	1	true
1094          	smoothSolver	4.679910e-04	3.342280e-05	2	3.026860e-03	2.286940e-04	2	false	smoothSolver	2.667790e-04	2.947140e-06	2	true	GAMG	6.905440e-03	4.047170e-05	7	true	smoothSolver	1.293020e-04	1.082770e-05	1	true
1095          	smoothSolver	4.620030e-04	3.290740e-05	2	3.000540e-03	2.266520e-04	2	false	smoothSolver	2.658100e-04	2.928990e-06	2	true	GAMG	6.954010e-03	4.226760e-05	7	true	smoothSolver	1.300100e-04	1.076130e-05	1	true
1096          	smoothSolver	4.553110e-04	3.235720e-05	2	2.972650e-03	2.247890e-04	2	false	smoothSolver	2.636780e-04	2.910130e-06	2	true	GAMG	6.663980e-03	4.074280e-05	7	true	smoothSolver	1.271800e-04	1.064910e-05	1	true
1097          	smoothSolver	4.481950e-04	3.180210e-05	2	2.947360e-03	2.229670e-04	2	false	smoothSolver	2.619740e-04	2.891360e-06	2	true	GAMG	6.494400e-03	4.147430e-05	7	true	smoothSolver	1.258730e-04	1.055200e-05	1	true
1098          	smoothSolver	4.413140e-04	3.124560e-05	2	2.924820e-03	2.214140e-04	2	false	smoothSolver	2.603240e-04	2.872440e-06	2	true	GAMG	6.533500e-03	4.245680e-05	7	true	smoothSolver	1.247560e-04	1.045930e-05	1	true
1099          	smoothSolver	4.342190e-04	3.066700e-05	2	2.904150e-03	2.199690e-04	2	false	smoothSolver	2.586870e-04	2.853730e-06	2	true	GAMG	6.566890e-03	4.299710e-05	7	true	smoothSolver	1.236520e-04	1.037090e-05	1	true
1100          	smoothSolver	4.274790e-04	3.010400e-05	2	2.886130e-03	2.183490e-04	2	false	smoothSolver	2.576570e-04	2.834990e-06	2	true	GAMG	6.552700e-03	4.422340e-05	7	true	smoothSolver	1.244130e-04	1.030330e-05	1	true
1101          	smoothSolver	4.200990e-04	2.950990e-05	2	2.864720e-03	2.165490e-04	2	false	smoothSolver	2.554500e-04	2.815440e-06	2	true	GAMG	6.174190e-03	4.269950e-05	7	true	smoothSolver	1.216600e-04	1.018970e-05	1	true
1102          	smoothSolver	4.122700e-04	2.892370e-05	2	2.842920e-03	2.141470e-04	2	false	smoothSolver	2.536710e-04	2.795990e-06	2	true	GAMG	5.926300e-03	4.276960e-05	7	true	smoothSolver	1.204260e-04	1.009000e-05	1	true
1103          	smoothSolver	4.047300e-04	2.834690e-05	2	2.818510e-03	2.109580e-04	2	false	smoothSolver	2.519250e-04	2.776310e-06	2	true	GAMG	5.891840e-03	4.291520e-05	7	true	smoothSolver	1.193360e-04	9.992700e-06	1	true
1104          	smoothSolver	3.970710e-04	2.776270e-05	2	2.791690e-03	2.069490e-04	2	false	smoothSolver	2.501870e-04	2.756480e-06	2	true	GAMG	5.865790e-03	4.210840e-05	7	true	smoothSolver	1.182510e-04	9.897170e-06	1	true
1105          	smoothSolver	3.898820e-04	2.721200e-05	2	2.758290e-03	2.021680e-04	2	false	smoothSolver	2.490330e-04	2.736800e-06	2	true	GAMG	5.817980e-03	4.086710e-05	7	true	smoothSolver	1.189910e-04	9.819880e-06	1	true
1106          	smoothSolver	3.822060e-04	2.665390e-05	2	2.712640e-03	1.965950e-04	2	false	smoothSolver	2.467010e-04	2.716160e-06	2	true	GAMG	5.456420e-03	3.547310e-05	7	true	smoothSolver	1.161080e-04	9.695560e-06	1	true
1107          	smoothSolver	3.742460e-04	2.611760e-05	2	2.657570e-03	1.902220e-04	2	false	smoothSolver	2.447700e-04	2.695480e-06	2	true	GAMG	5.239970e-03	3.229970e-05	7	true	smoothSolver	1.147230e-04	9.583810e-06	1	true
1108          	smoothSolver	3.668130e-04	2.561160e-05	2	2.592060e-03	1.831290e-04	2	false	smoothSolver	2.428510e-04	2.674380e-06	2	true	GAMG	5.229250e-03	3.140230e-05	7	true	smoothSolver	1.134830e-04	9.472710e-06	1	true
1109          	smoothSolver	3.595000e-04	2.511700e-05	2	2.516650e-03	1.754260e-04	2	false	smoothSolver	2.409330e-04	2.653030e-06	2	true	GAMG	5.231240e-03	3.324070e-05	7	true	smoothSolver	1.121580e-04	9.362620e-06	1	true
1110          	smoothSolver	3.528380e-04	2.466190e-05	2	2.432710e-03	1.672200e-04	2	false	smoothSolver	2.396000e-04	2.631710e-06	2	true	GAMG	5.232590e-03	5.019030e-05	6	true	smoothSolver	1.126670e-04	9.270180e-06	1	true
1111          	smoothSolver	3.459110e-04	2.421760e-05	2	2.337490e-03	1.585990e-04	2	false	smoothSolver	2.370660e-04	2.609440e-06	2	true	GAMG	4.916910e-03	1.746060e-05	8	true	smoothSolver	1.095870e-04	9.129590e-06	1	true
1112          	smoothSolver	3.388690e-04	2.380470e-05	2	2.235800e-03	1.498250e-04	2	false	smoothSolver	2.349260e-04	2.587130e-06	2	true	GAMG	4.749320e-03	1.776160e-05	8	true	smoothSolver	1.079540e-04	9.000090e-06	1	true
1113          	smoothSolver	3.324610e-04	2.342790e-05	2	2.128450e-03	1.410590e-04	2	false	smoothSolver	2.327980e-04	2.564620e-06	2	true	GAMG	4.810250e-03	1.866920e-05	8	true	smoothSolver	1.064040e-04	8.870750e-06	1	true
1114          	smoothSolver	3.263110e-04	2.306940e-05	2	2.018020e-03	1.325070e-04	2	false	smoothSolver	2.306510e-04	2.541860e-06	2	true	GAMG	4.855240e-03	2.017610e-05	8	true	smoothSolver	1.047720e-04	8.741250e-06	1	true
1115          	smoothSolver	3.209590e-04	2.274980e-05	2	1.907270e-03	1.243720e-04	2	false	smoothSolver	2.291020e-04	2.519340e-06	2	true	GAMG	4.870910e-03	2.293080e-05	8	true	smoothSolver	1.049380e-04	8.629100e-06	1	true
1116          	smoothSolver	3.154190e-04	2.243290e-05	2	1.794820e-03	1.167490e-04	2	false	smoothSolver	2.263790e-04	2.496190e-06	2	true	GAMG	4.512150e-03	2.453590e-05	8	true	smoothSolver	1.014880e-04	8.469500e-06	1	true
1117          	smoothSolver	3.098630e-04	2.215130e-05	2	1.685900e-03	1.098220e-04	2	false	smoothSolver	2.240510e-04	2.473330e-06	2	true	GAMG	4.299000e-03	2.854270e-05	8	true	smoothSolver	9.948750e-05	8.321810e-06	1	true
