# Solver information
# Time        	U_solver      	Ux_initial    	Ux_final      	Ux_iters      	Uy_initial    	Uy_final      	Uy_iters      	U_converged   	k_solver      	k_initial     	k_final       	k_iters       	k_converged   	p_solver      	p_initial     	p_final       	p_iters       	p_converged   	omega_solver  	omega_initial 	omega_final   	omega_iters   	omega_converged
469           	smoothSolver	5.901020e-03	3.964980e-04	2	2.590200e-02	1.796190e-03	2	false	smoothSolver	2.851790e-03	2.851210e-04	1	true	GAMG	8.500650e-02	7.013600e-04	7	true	smoothSolver	1.469100e-03	1.096380e-04	1	true
470           	smoothSolver	5.873150e-03	3.950460e-04	2	2.585640e-02	1.790880e-03	2	false	smoothSolver	2.838570e-03	2.950830e-05	2	true	GAMG	8.437100e-02	6.858140e-04	7	true	smoothSolver	1.462340e-03	1.092780e-04	1	true
471           	smoothSolver	5.847910e-03	3.936080e-04	2	2.580970e-02	1.788140e-03	2	false	smoothSolver	2.822110e-03	2.933510e-05	2	true	GAMG	8.368460e-02	6.613510e-04	7	true	smoothSolver	1.456540e-03	1.088360e-04	1	true
472           	smoothSolver	5.822290e-03	3.923940e-04	2	2.574330e-02	1.782790e-03	2	false	smoothSolver	2.807620e-03	2.918130e-05	2	true	GAMG	8.336100e-02	6.197550e-04	7	true	smoothSolver	1.449910e-03	1.084730e-04	1	true
473           	smoothSolver	5.800470e-03	3.911710e-04	2	2.567370e-02	1.780090e-03	2	false	smoothSolver	2.791920e-03	2.902990e-05	2	true	GAMG	8.283700e-02	4.814990e-04	7	true	smoothSolver	1.443890e-03	1.080650e-04	1	true
474           	smoothSolver	5.778070e-03	3.901310e-04	2	2.560840e-02	1.775990e-03	2	false	smoothSolver	2.777400e-03	2.887870e-05	2	true	GAMG	8.248030e-02	4.433680e-04	7	true	smoothSolver	1.438050e-03	1.076580e-04	1	true
475           	smoothSolver	5.759000e-03	3.890120e-04	2	2.554960e-02	1.775110e-03	2	false	smoothSolver	2.763820e-03	2.873970e-05	2	true	GAMG	8.214970e-02	4.610520e-04	7	true	smoothSolver	1.431440e-03	1.072580e-04	1	true
476           	smoothSolver	5.738940e-03	3.880300e-04	2	2.549170e-02	1.771990e-03	2	false	smoothSolver	2.749710e-03	2.860190e-05	2	true	GAMG	8.172700e-02	4.783510e-04	7	true	smoothSolver	1.426070e-03	1.068660e-04	1	true
477           	smoothSolver	5.722120e-03	3.869420e-04	2	2.544310e-02	1.772430e-03	2	false	smoothSolver	2.736140e-03	2.846360e-05	2	true	GAMG	8.148170e-02	4.878750e-04	7	true	smoothSolver	1.418330e-03	1.064660e-04	1	true
478           	smoothSolver	5.703130e-03	3.858590e-04	2	2.541280e-02	1.770570e-03	2	false	smoothSolver	2.723390e-03	2.833220e-05	2	true	GAMG	8.117650e-02	5.091710e-04	7	true	smoothSolver	1.413310e-03	1.061360e-04	1	true
479           	smoothSolver	5.686420e-03	3.847980e-04	2	2.538310e-02	1.771240e-03	2	false	smoothSolver	2.710720e-03	2.820660e-05	2	true	GAMG	8.098180e-02	7.551770e-04	7	true	smoothSolver	1.406710e-03	1.057410e-04	1	true
480           	smoothSolver	5.668450e-03	3.836530e-04	2	2.536280e-02	1.770450e-03	2	false	smoothSolver	2.699400e-03	2.808000e-05	2	true	GAMG	8.102870e-02	2.475590e-04	8	true	smoothSolver	1.404760e-03	1.054480e-04	1	true
481           	smoothSolver	5.651640e-03	3.826170e-04	2	2.534920e-02	1.771050e-03	2	false	smoothSolver	2.687000e-03	2.796440e-05	2	true	GAMG	8.059480e-02	7.544240e-04	7	true	smoothSolver	1.397130e-03	1.050530e-04	1	true
482           	smoothSolver	5.632340e-03	3.813910e-04	2	2.534180e-02	1.770190e-03	2	false	smoothSolver	2.675320e-03	2.784780e-05	2	true	GAMG	8.003970e-02	6.712390e-04	7	true	smoothSolver	1.391320e-03	1.046890e-04	1	true
483           	smoothSolver	5.614710e-03	3.804020e-04	2	2.533250e-02	1.770710e-03	2	false	smoothSolver	2.663980e-03	2.773690e-05	2	true	GAMG	7.978970e-02	6.224470e-04	7	true	smoothSolver	1.384640e-03	1.043390e-04	1	true
484           	smoothSolver	5.596430e-03	3.791400e-04	2	2.532580e-02	1.770380e-03	2	false	smoothSolver	2.653760e-03	2.762670e-05	2	true	GAMG	7.938800e-02	6.000590e-04	7	true	smoothSolver	1.379240e-03	1.039650e-04	1	true
485           	smoothSolver	5.578350e-03	3.780880e-04	2	2.532110e-02	1.769940e-03	2	false	smoothSolver	2.643550e-03	2.752450e-05	2	true	GAMG	7.916830e-02	6.080050e-04	7	true	smoothSolver	1.373920e-03	1.036720e-04	1	true
486           	smoothSolver	5.560270e-03	3.768620e-04	2	2.531560e-02	1.769820e-03	2	false	smoothSolver	2.633900e-03	2.742650e-05	2	true	GAMG	7.890360e-02	6.243560e-04	7	true	smoothSolver	1.367170e-03	1.032660e-04	1	true
487           	smoothSolver	5.542210e-03	3.758070e-04	2	2.530370e-02	1.769200e-03	2	false	smoothSolver	2.624940e-03	2.732940e-05	2	true	GAMG	7.866410e-02	6.288410e-04	7	true	smoothSolver	1.362200e-03	1.030060e-04	1	true
488           	smoothSolver	5.524390e-03	3.745920e-04	2	2.529230e-02	1.768420e-03	2	false	smoothSolver	2.616870e-03	2.724890e-05	2	true	GAMG	7.842290e-02	6.198600e-04	7	true	smoothSolver	1.356300e-03	1.026180e-04	1	true
489           	smoothSolver	5.506220e-03	3.735720e-04	2	2.528170e-02	1.767070e-03	2	false	smoothSolver	2.607870e-03	2.715920e-05	2	true	GAMG	7.819220e-02	6.218630e-04	7	true	smoothSolver	1.351540e-03	1.023300e-04	1	true
490           	smoothSolver	5.489660e-03	3.724320e-04	2	2.526450e-02	1.767090e-03	2	false	smoothSolver	2.602180e-03	2.709180e-05	2	true	GAMG	7.832780e-02	6.408250e-04	7	true	smoothSolver	1.350510e-03	1.020350e-04	1	true
491           	smoothSolver	5.472350e-03	3.713600e-04	2	2.525050e-02	1.765400e-03	2	false	smoothSolver	2.594040e-03	2.702020e-05	2	true	GAMG	7.809000e-02	6.411940e-04	7	true	smoothSolver	1.342910e-03	1.017000e-04	1	true
492           	smoothSolver	5.455120e-03	3.702990e-04	2	2.523090e-02	1.764980e-03	2	false	smoothSolver	2.586790e-03	2.694870e-05	2	true	GAMG	7.772750e-02	6.441340e-04	7	true	smoothSolver	1.338960e-03	1.013910e-04	1	true
493           	smoothSolver	5.438290e-03	3.692470e-04	2	2.522230e-02	1.763700e-03	2	false	smoothSolver	2.580420e-03	2.688980e-05	2	true	GAMG	7.736400e-02	6.476430e-04	7	true	smoothSolver	1.331820e-03	1.010080e-04	1	true
494           	smoothSolver	5.421940e-03	3.682550e-04	2	2.519370e-02	1.763190e-03	2	false	smoothSolver	2.574330e-03	2.682750e-05	2	true	GAMG	7.711080e-02	6.481940e-04	7	true	smoothSolver	1.327870e-03	1.007240e-04	1	true
495           	smoothSolver	5.405380e-03	3.672090e-04	2	2.518160e-02	1.761640e-03	2	false	smoothSolver	2.567840e-03	2.677050e-05	2	true	GAMG	7.672580e-02	6.499460e-04	7	true	smoothSolver	1.321530e-03	1.003490e-04	1	true
496           	smoothSolver	5.389820e-03	3.662940e-04	2	2.515340e-02	1.760390e-03	2	false	smoothSolver	2.562070e-03	2.671640e-05	2	true	GAMG	7.653510e-02	6.639130e-04	7	true	smoothSolver	1.317020e-03	1.000270e-04	1	true
497           	smoothSolver	5.373970e-03	3.652180e-04	2	2.513760e-02	1.759330e-03	2	false	smoothSolver	2.556490e-03	2.667000e-05	2	true	GAMG	7.609330e-02	6.652930e-04	7	true	smoothSolver	1.312160e-03	9.968900e-05	1	true
498           	smoothSolver	5.358430e-03	3.643110e-04	2	2.510410e-02	1.757520e-03	2	false	smoothSolver	2.550670e-03	2.661490e-05	2	true	GAMG	7.592600e-02	6.354790e-04	7	true	smoothSolver	1.306390e-03	9.930760e-05	1	true
499           	smoothSolver	5.344200e-03	3.633330e-04	2	2.508950e-02	1.756420e-03	2	false	smoothSolver	2.546490e-03	2.656710e-05	2	true	GAMG	7.563890e-02	5.714210e-04	7	true	smoothSolver	1.305420e-03	9.901340e-05	1	true
500           	smoothSolver	5.329080e-03	3.623850e-04	2	2.505790e-02	1.754820e-03	2	false	smoothSolver	2.540720e-03	2.652080e-05	2	true	GAMG	7.543780e-02	4.973030e-04	7	true	smoothSolver	1.296340e-03	9.862310e-05	1	true
501           	smoothSolver	5.313610e-03	3.614780e-04	2	2.503710e-02	1.753950e-03	2	false	smoothSolver	2.535010e-03	2.647490e-05	2	true	GAMG	7.486290e-02	4.703050e-04	7	true	smoothSolver	1.292250e-03	9.827900e-05	1	true
502           	smoothSolver	5.298620e-03	3.605160e-04	2	2.500470e-02	1.752050e-03	2	false	smoothSolver	2.530070e-03	2.642640e-05	2	true	GAMG	7.461230e-02	5.065580e-04	7	true	smoothSolver	1.285660e-03	9.789060e-05	1	true
503           	smoothSolver	5.284130e-03	3.595800e-04	2	2.498620e-02	1.750890e-03	2	false	smoothSolver	2.524740e-03	2.638430e-05	2	true	GAMG	7.435190e-02	5.537630e-04	7	true	smoothSolver	1.281260e-03	9.752790e-05	1	true
504           	smoothSolver	5.269020e-03	3.585770e-04	2	2.495110e-02	1.749610e-03	2	false	smoothSolver	2.519530e-03	2.633830e-05	2	true	GAMG	7.413730e-02	5.757650e-04	7	true	smoothSolver	1.275310e-03	9.713740e-05	1	true
505           	smoothSolver	5.254340e-03	3.576200e-04	2	2.493010e-02	1.747900e-03	2	false	smoothSolver	2.514510e-03	2.629720e-05	2	true	GAMG	7.395570e-02	5.496650e-04	7	true	smoothSolver	1.269790e-03	9.673450e-05	1	true
506           	smoothSolver	5.239120e-03	3.566340e-04	2	2.489880e-02	1.746100e-03	2	false	smoothSolver	2.509090e-03	2.625100e-05	2	true	GAMG	7.367040e-02	5.085500e-04	7	true	smoothSolver	1.264670e-03	9.639090e-05	1	true
507           	smoothSolver	5.224750e-03	3.555920e-04	2	2.487410e-02	1.744200e-03	2	false	smoothSolver	2.505000e-03	2.620980e-05	2	true	GAMG	7.368290e-02	4.759960e-04	7	true	smoothSolver	1.261430e-03	9.601800e-05	1	true
508           	smoothSolver	5.209530e-03	3.546470e-04	2	2.484120e-02	1.742610e-03	2	false	smoothSolver	2.499320e-03	2.616090e-05	2	true	GAMG	7.329020e-02	4.003920e-04	7	true	smoothSolver	1.254120e-03	9.560650e-05	1	true
509           	smoothSolver	5.193530e-03	3.535370e-04	2	2.481360e-02	1.740220e-03	2	false	smoothSolver	2.493640e-03	2.612110e-05	2	true	GAMG	7.287920e-02	3.448730e-04	7	true	smoothSolver	1.248590e-03	9.523490e-05	1	true
510           	smoothSolver	5.177760e-03	3.525130e-04	2	2.478080e-02	1.738590e-03	2	false	smoothSolver	2.488430e-03	2.607500e-05	2	true	GAMG	7.257920e-02	3.281800e-04	7	true	smoothSolver	1.242530e-03	9.478900e-05	1	true
511           	smoothSolver	5.161500e-03	3.514280e-04	2	2.474810e-02	1.736700e-03	2	false	smoothSolver	2.483080e-03	2.603110e-05	2	true	GAMG	7.225260e-02	3.203860e-04	7	true	smoothSolver	1.237510e-03	9.444860e-05	1	true
512           	smoothSolver	5.144890e-03	3.503590e-04	2	2.471260e-02	1.734410e-03	2	false	smoothSolver	2.477800e-03	2.598420e-05	2	true	GAMG	7.191670e-02	3.241510e-04	7	true	smoothSolver	1.231030e-03	9.398690e-05	1	true
513           	smoothSolver	5.128380e-03	3.492740e-04	2	2.467540e-02	1.732400e-03	2	false	smoothSolver	2.472400e-03	2.594100e-05	2	true	GAMG	7.159040e-02	3.804520e-04	7	true	smoothSolver	1.226090e-03	9.363890e-05	1	true
514           	smoothSolver	5.111160e-03	3.481580e-04	2	2.464090e-02	1.729940e-03	2	false	smoothSolver	2.467150e-03	2.589560e-05	2	true	GAMG	7.112420e-02	5.023040e-04	7	true	smoothSolver	1.220220e-03	9.322900e-05	1	true
515           	smoothSolver	5.095150e-03	3.470830e-04	2	2.460050e-02	1.728030e-03	2	false	smoothSolver	2.462480e-03	2.585280e-05	2	true	GAMG	7.092200e-02	5.332030e-04	7	true	smoothSolver	1.217710e-03	9.284560e-05	1	true
516           	smoothSolver	5.078190e-03	3.459090e-04	2	2.456840e-02	1.725310e-03	2	false	smoothSolver	2.456420e-03	2.580210e-05	2	true	GAMG	7.042430e-02	6.943170e-04	6	true	smoothSolver	1.209740e-03	9.242360e-05	1	true
517           	smoothSolver	5.059740e-03	3.448360e-04	2	2.452470e-02	1.723860e-03	2	false	smoothSolver	2.450610e-03	2.575930e-05	2	true	GAMG	7.012730e-02	6.943520e-04	6	true	smoothSolver	1.203380e-03	9.194940e-05	1	true
518           	smoothSolver	5.042560e-03	3.436670e-04	2	2.449840e-02	1.721460e-03	2	false	smoothSolver	2.444740e-03	2.571050e-05	2	true	GAMG	6.990410e-02	5.361640e-04	7	true	smoothSolver	1.198820e-03	9.164010e-05	1	true
519           	smoothSolver	5.024300e-03	3.425420e-04	2	2.445230e-02	1.719230e-03	2	false	smoothSolver	2.439330e-03	2.566690e-05	2	true	GAMG	6.956460e-02	5.116860e-04	7	true	smoothSolver	1.192930e-03	9.118000e-05	1	true
520           	smoothSolver	5.007110e-03	3.413880e-04	2	2.442350e-02	1.717440e-03	2	false	smoothSolver	2.433380e-03	2.561670e-05	2	true	GAMG	6.928030e-02	4.984260e-04	7	true	smoothSolver	1.187430e-03	9.079650e-05	1	true
521           	smoothSolver	4.988900e-03	3.402260e-04	2	2.438050e-02	1.714630e-03	2	false	smoothSolver	2.427920e-03	2.557010e-05	2	true	GAMG	6.894010e-02	4.940780e-04	7	true	smoothSolver	1.181440e-03	9.038810e-05	1	true
522           	smoothSolver	4.971620e-03	3.391080e-04	2	2.434440e-02	1.712820e-03	2	false	smoothSolver	2.423060e-03	2.552570e-05	2	true	GAMG	6.876750e-02	4.950750e-04	7	true	smoothSolver	1.178430e-03	8.998720e-05	1	true
523           	smoothSolver	4.953760e-03	3.379290e-04	2	2.430520e-02	1.709650e-03	2	false	smoothSolver	2.416900e-03	2.548080e-05	2	true	GAMG	6.838150e-02	4.865190e-04	7	true	smoothSolver	1.170980e-03	8.960050e-05	1	true
524           	smoothSolver	4.934530e-03	3.367800e-04	2	2.426130e-02	1.707830e-03	2	false	smoothSolver	2.410880e-03	2.543360e-05	2	true	GAMG	6.791320e-02	4.934130e-04	7	true	smoothSolver	1.165490e-03	8.917430e-05	1	true
525           	smoothSolver	4.916890e-03	3.355600e-04	2	2.422550e-02	1.704730e-03	2	false	smoothSolver	2.405170e-03	2.538990e-05	2	true	GAMG	6.769890e-02	5.120310e-04	7	true	smoothSolver	1.159290e-03	8.876910e-05	1	true
526           	smoothSolver	4.898070e-03	3.343620e-04	2	2.417420e-02	1.701970e-03	2	false	smoothSolver	2.399540e-03	2.534800e-05	2	true	GAMG	6.746050e-02	5.133900e-04	7	true	smoothSolver	1.153880e-03	8.839090e-05	1	true
527           	smoothSolver	4.879940e-03	3.332370e-04	2	2.414200e-02	1.699390e-03	2	false	smoothSolver	2.393570e-03	2.530510e-05	2	true	GAMG	6.721680e-02	5.005290e-04	7	true	smoothSolver	1.148490e-03	8.797990e-05	1	true
528           	smoothSolver	4.861240e-03	3.320270e-04	2	2.408840e-02	1.695580e-03	2	false	smoothSolver	2.388070e-03	2.525770e-05	2	true	GAMG	6.688140e-02	4.963910e-04	7	true	smoothSolver	1.142410e-03	8.760770e-05	1	true
529           	smoothSolver	4.843730e-03	3.308450e-04	2	2.404780e-02	1.693090e-03	2	false	smoothSolver	2.383300e-03	2.521680e-05	2	true	GAMG	6.677970e-02	5.069540e-04	7	true	smoothSolver	1.140880e-03	8.725300e-05	1	true
530           	smoothSolver	4.825220e-03	3.296180e-04	2	2.399650e-02	1.688840e-03	2	false	smoothSolver	2.376760e-03	2.517150e-05	2	true	GAMG	6.627580e-02	5.047260e-04	7	true	smoothSolver	1.132200e-03	8.681260e-05	1	true
531           	smoothSolver	4.806050e-03	3.283960e-04	2	2.394200e-02	1.686370e-03	2	false	smoothSolver	2.370620e-03	2.512720e-05	2	true	GAMG	6.570780e-02	4.828770e-04	7	true	smoothSolver	1.127230e-03	8.643660e-05	1	true
532           	smoothSolver	4.787260e-03	3.271990e-04	2	2.389230e-02	1.682020e-03	2	false	smoothSolver	2.364540e-03	2.507870e-05	2	true	GAMG	6.538420e-02	4.147020e-04	7	true	smoothSolver	1.121740e-03	8.603120e-05	1	true
533           	smoothSolver	4.767660e-03	3.259100e-04	2	2.382800e-02	1.678440e-03	2	false	smoothSolver	2.358540e-03	2.503070e-05	2	true	GAMG	6.501090e-02	3.415340e-04	7	true	smoothSolver	1.115800e-03	8.567110e-05	1	true
534           	smoothSolver	4.748770e-03	3.246690e-04	2	2.377940e-02	1.674790e-03	2	false	smoothSolver	2.352360e-03	2.498570e-05	2	true	GAMG	6.477740e-02	3.051850e-04	7	true	smoothSolver	1.110860e-03	8.528040e-05	1	true
535           	smoothSolver	4.728740e-03	3.233510e-04	2	2.371410e-02	1.670230e-03	2	false	smoothSolver	2.346310e-03	2.493590e-05	2	true	GAMG	6.437130e-02	2.922380e-04	7	true	smoothSolver	1.105130e-03	8.489250e-05	1	true
536           	smoothSolver	4.709280e-03	3.220800e-04	2	2.366070e-02	1.667520e-03	2	false	smoothSolver	2.340900e-03	2.488340e-05	2	true	GAMG	6.425020e-02	2.978610e-04	7	true	smoothSolver	1.102590e-03	8.455820e-05	1	true
537           	smoothSolver	4.688970e-03	3.207060e-04	2	2.360120e-02	1.662700e-03	2	false	smoothSolver	2.333730e-03	2.483410e-05	2	true	GAMG	6.368010e-02	3.003290e-04	7	true	smoothSolver	1.094720e-03	8.412560e-05	1	true
538           	smoothSolver	4.666540e-03	3.193270e-04	2	2.353160e-02	1.659590e-03	2	false	smoothSolver	2.327150e-03	2.477840e-05	2	true	GAMG	6.323630e-02	3.025530e-04	7	true	smoothSolver	1.089640e-03	8.376290e-05	1	true
539           	smoothSolver	4.645160e-03	3.179600e-04	2	2.348120e-02	1.655420e-03	2	false	smoothSolver	2.320360e-03	2.472610e-05	2	true	GAMG	6.287630e-02	3.036610e-04	7	true	smoothSolver	1.083710e-03	8.335900e-05	1	true
540           	smoothSolver	4.622370e-03	3.165190e-04	2	2.341380e-02	1.651760e-03	2	false	smoothSolver	2.313550e-03	2.466520e-05	2	true	GAMG	6.252390e-02	3.069420e-04	7	true	smoothSolver	1.077640e-03	8.294850e-05	1	true
541           	smoothSolver	4.599360e-03	3.151120e-04	2	2.335720e-02	1.648480e-03	2	false	smoothSolver	2.306450e-03	2.461150e-05	2	true	GAMG	6.217120e-02	3.106070e-04	7	true	smoothSolver	1.072600e-03	8.257120e-05	1	true
542           	smoothSolver	4.575270e-03	3.136160e-04	2	2.329680e-02	1.644070e-03	2	false	smoothSolver	2.299410e-03	2.455310e-05	2	true	GAMG	6.181470e-02	3.158330e-04	7	true	smoothSolver	1.066230e-03	8.214390e-05	1	true
543           	smoothSolver	4.551410e-03	3.121870e-04	2	2.322610e-02	1.641300e-03	2	false	smoothSolver	2.292840e-03	2.449060e-05	2	true	GAMG	6.153960e-02	2.998880e-04	7	true	smoothSolver	1.062160e-03	8.174150e-05	1	true
544           	smoothSolver	4.526770e-03	3.106720e-04	2	2.316200e-02	1.636510e-03	2	false	smoothSolver	2.284880e-03	2.442640e-05	2	true	GAMG	6.108330e-02	2.804170e-04	7	true	smoothSolver	1.054360e-03	8.130540e-05	1	true
545           	smoothSolver	4.500670e-03	3.091960e-04	2	2.308580e-02	1.632620e-03	2	false	smoothSolver	2.276850e-03	2.436470e-05	2	true	GAMG	6.061180e-02	3.068450e-04	7	true	smoothSolver	1.046570e-03	8.084940e-05	1	true
546           	smoothSolver	4.475040e-03	3.077280e-04	2	2.300810e-02	1.627990e-03	2	false	smoothSolver	2.269270e-03	2.430110e-05	2	true	GAMG	6.019250e-02	6.011810e-04	6	true	smoothSolver	1.039990e-03	8.039460e-05	1	true
547           	smoothSolver	4.448960e-03	3.062590e-04	2	2.292430e-02	1.621770e-03	2	false	smoothSolver	2.261130e-03	2.423140e-05	2	true	GAMG	5.996650e-02	3.357220e-04	7	true	smoothSolver	1.032840e-03	7.996550e-05	1	true
548           	smoothSolver	4.422560e-03	3.048110e-04	2	2.282430e-02	1.615020e-03	2	false	smoothSolver	2.253040e-03	2.416220e-05	2	true	GAMG	5.943550e-02	3.040870e-04	7	true	smoothSolver	1.025870e-03	7.948290e-05	1	true
549           	smoothSolver	4.396260e-03	3.032660e-04	2	2.272360e-02	1.606250e-03	2	false	smoothSolver	2.245120e-03	2.409780e-05	2	true	GAMG	5.908140e-02	2.659380e-04	7	true	smoothSolver	1.018280e-03	7.904310e-05	1	true
550           	smoothSolver	4.370420e-03	3.018510e-04	2	2.259700e-02	1.596950e-03	2	false	smoothSolver	2.237920e-03	2.403150e-05	2	true	GAMG	5.864200e-02	3.159850e-04	7	true	smoothSolver	1.014890e-03	7.865050e-05	1	true
551           	smoothSolver	4.344700e-03	3.003490e-04	2	2.245210e-02	1.586340e-03	2	false	smoothSolver	2.229230e-03	2.395830e-05	2	true	GAMG	5.785710e-02	4.845500e-04	6	true	smoothSolver	1.005020e-03	7.814200e-05	1	true
552           	smoothSolver	4.318780e-03	2.989480e-04	2	2.230000e-02	1.575510e-03	2	false	smoothSolver	2.220850e-03	2.388670e-05	2	true	GAMG	5.714590e-02	4.467340e-04	6	true	smoothSolver	9.987800e-04	7.772850e-05	1	true
553           	smoothSolver	4.293490e-03	2.975630e-04	2	2.212330e-02	1.564930e-03	2	false	smoothSolver	2.212780e-03	2.381930e-05	2	true	GAMG	5.649780e-02	4.316840e-04	6	true	smoothSolver	9.924820e-04	7.731400e-05	1	true
554           	smoothSolver	4.269070e-03	2.961040e-04	2	2.194760e-02	1.553930e-03	2	false	smoothSolver	2.204550e-03	2.374980e-05	2	true	GAMG	5.608390e-02	4.407240e-04	6	true	smoothSolver	9.867210e-04	7.691460e-05	1	true
555           	smoothSolver	4.245860e-03	2.946900e-04	2	2.177140e-02	1.543960e-03	2	false	smoothSolver	2.196530e-03	2.367850e-05	2	true	GAMG	5.552990e-02	2.743600e-04	7	true	smoothSolver	9.807730e-04	7.650570e-05	1	true
556           	smoothSolver	4.222400e-03	2.931580e-04	2	2.158750e-02	1.534230e-03	2	false	smoothSolver	2.189420e-03	2.360600e-05	2	true	GAMG	5.520310e-02	2.879800e-04	7	true	smoothSolver	9.778380e-04	7.610880e-05	1	true
557           	smoothSolver	4.199140e-03	2.916470e-04	2	2.142500e-02	1.525090e-03	2	false	smoothSolver	2.180430e-03	2.353720e-05	2	true	GAMG	5.461120e-02	2.986910e-04	7	true	smoothSolver	9.693430e-04	7.565220e-05	1	true
558           	smoothSolver	4.175980e-03	2.901000e-04	2	2.126810e-02	1.516610e-03	2	false	smoothSolver	2.172370e-03	2.346800e-05	2	true	GAMG	5.401720e-02	3.041620e-04	7	true	smoothSolver	9.628300e-04	7.520730e-05	1	true
559           	smoothSolver	4.151810e-03	2.884800e-04	2	2.111590e-02	1.508630e-03	2	false	smoothSolver	2.164200e-03	2.339460e-05	2	true	GAMG	5.365200e-02	2.996240e-04	7	true	smoothSolver	9.562940e-04	7.477920e-05	1	true
560           	smoothSolver	4.128830e-03	2.868700e-04	2	2.099300e-02	1.501140e-03	2	false	smoothSolver	2.156160e-03	2.332490e-05	2	true	GAMG	5.333680e-02	2.923830e-04	7	true	smoothSolver	9.497000e-04	7.435100e-05	1	true
561           	smoothSolver	4.104250e-03	2.851710e-04	2	2.086740e-02	1.494180e-03	2	false	smoothSolver	2.148210e-03	2.325480e-05	2	true	GAMG	5.295830e-02	2.806760e-04	7	true	smoothSolver	9.427480e-04	7.390700e-05	1	true
562           	smoothSolver	4.080450e-03	2.834930e-04	2	2.075380e-02	1.487730e-03	2	false	smoothSolver	2.141150e-03	2.318510e-05	2	true	GAMG	5.266880e-02	2.682300e-04	7	true	smoothSolver	9.389880e-04	7.350580e-05	1	true
563           	smoothSolver	4.055850e-03	2.817510e-04	2	2.065420e-02	1.481180e-03	2	false	smoothSolver	2.132490e-03	2.311160e-05	2	true	GAMG	5.207870e-02	2.630610e-04	7	true	smoothSolver	9.305780e-04	7.307820e-05	1	true
564           	smoothSolver	4.029590e-03	2.799750e-04	2	2.055160e-02	1.475490e-03	2	false	smoothSolver	2.124550e-03	2.304280e-05	2	true	GAMG	5.145330e-02	2.896000e-04	7	true	smoothSolver	9.238520e-04	7.262800e-05	1	true
565           	smoothSolver	4.004460e-03	2.782780e-04	2	2.046040e-02	1.470020e-03	2	false	smoothSolver	2.116460e-03	2.297310e-05	2	true	GAMG	5.099790e-02	4.582750e-04	6	true	smoothSolver	9.173180e-04	7.220360e-05	1	true
566           	smoothSolver	3.978430e-03	2.765210e-04	2	2.037630e-02	1.464720e-03	2	false	smoothSolver	2.109000e-03	2.290130e-05	2	true	GAMG	5.057330e-02	4.086740e-04	6	true	smoothSolver	9.110590e-04	7.180610e-05	1	true
567           	smoothSolver	3.952610e-03	2.748080e-04	2	2.029420e-02	1.459950e-03	2	false	smoothSolver	2.101380e-03	2.283160e-05	2	true	GAMG	5.000460e-02	3.867230e-04	6	true	smoothSolver	9.052980e-04	7.141000e-05	1	true
568           	smoothSolver	3.927790e-03	2.731690e-04	2	2.021630e-02	1.455230e-03	2	false	smoothSolver	2.094870e-03	2.276620e-05	2	true	GAMG	4.959490e-02	3.815300e-04	6	true	smoothSolver	9.018390e-04	7.104730e-05	1	true
569           	smoothSolver	3.902050e-03	2.714670e-04	2	2.014450e-02	1.450640e-03	2	false	smoothSolver	2.087080e-03	2.270110e-05	2	true	GAMG	4.883200e-02	3.948660e-04	6	true	smoothSolver	8.939200e-04	7.063000e-05	1	true
570           	smoothSolver	3.876590e-03	2.698910e-04	2	2.007580e-02	1.446120e-03	2	false	smoothSolver	2.079550e-03	2.263480e-05	2	true	GAMG	4.805180e-02	4.140460e-04	6	true	smoothSolver	8.883610e-04	7.025510e-05	1	true
571           	smoothSolver	3.852210e-03	2.683930e-04	2	2.000140e-02	1.441260e-03	2	false	smoothSolver	2.072710e-03	2.256760e-05	2	true	GAMG	4.751470e-02	4.172990e-04	6	true	smoothSolver	8.830340e-04	6.989920e-05	1	true
572           	smoothSolver	3.827810e-03	2.668490e-04	2	1.993940e-02	1.436100e-03	2	false	smoothSolver	2.065660e-03	2.250690e-05	2	true	GAMG	4.698620e-02	4.184800e-04	6	true	smoothSolver	8.777590e-04	6.955110e-05	1	true
573           	smoothSolver	3.804720e-03	2.654330e-04	2	1.986770e-02	1.430760e-03	2	false	smoothSolver	2.058730e-03	2.244370e-05	2	true	GAMG	4.645930e-02	4.093190e-04	6	true	smoothSolver	8.728510e-04	6.919790e-05	1	true
574           	smoothSolver	3.783190e-03	2.641020e-04	2	1.979350e-02	1.424960e-03	2	false	smoothSolver	2.052970e-03	2.237910e-05	2	true	GAMG	4.604860e-02	4.024770e-04	6	true	smoothSolver	8.708310e-04	6.890860e-05	1	true
575           	smoothSolver	3.761130e-03	2.627360e-04	2	1.972310e-02	1.419000e-03	2	false	smoothSolver	2.045290e-03	2.231650e-05	2	true	GAMG	4.533730e-02	4.158260e-04	6	true	smoothSolver	8.642160e-04	6.856920e-05	1	true
576           	smoothSolver	3.740370e-03	2.615230e-04	2	1.964170e-02	1.412850e-03	2	false	smoothSolver	2.038630e-03	2.225370e-05	2	true	GAMG	4.468450e-02	4.345170e-04	6	true	smoothSolver	8.598300e-04	6.824960e-05	1	true
